val,123600,44
val,123640,55
val,123680,57
val,123720,57
val,123760,56
val,123800,54
val,123840,51
val,123880,49
val,123920,51
val,123960,53
val,124000,53
val,124040,54
val,124080,55
val,124120,55
val,124160,55
val,124200,58
val,124240,56
val,124280,56
val,124320,49
val,124360,44
val,124400,42
val,124440,39
val,124480,36
val,124520,36
val,124560,35
val,124600,32
val,124640,28
val,124680,22
val,124720,17
val,124760,15
val,124800,13
val,124840,15
val,124880,14
val,124920,12
val,124960,12
val,125000,12
val,125040,9
val,125080,5
val,125120,5
val,125160,8
val,125200,10
val,125240,14
val,125280,16
val,125320,15
val,125360,8
val,125440,3
val,125480,21
val,125520,25
val,125560,21
val,125600,17
val,125640,16
val,125680,16
val,125720,15
val,125760,15
val,125800,13
val,125840,13
val,125880,13
val,125920,13
val,125960,12
val,126000,12
val,126040,11
val,126080,10
val,126120,16
val,126160,12
val,126200,12
val,126240,12
val,126280,12
val,126320,12
val,126360,11
val,126400,11
val,126440,11
val,126480,11
val,126520,11
val,126560,11
val,126600,10
val,126640,11
val,126680,10
val,126720,10
val,126760,14
val,126800,11
val,126840,11
val,126880,10
val,126920,11
val,126960,10
val,127000,10
val,127040,10
val,127080,10
val,127120,9
val,127160,9
val,127200,9
val,127240,10
val,127280,9
val,127320,10
val,127360,9
val,127400,15
val,127440,9
val,127480,10
val,127520,9
val,127560,9
val,127600,9
val,127640,9
val,127680,9
val,127720,9
val,127760,9
val,127800,10
val,127840,9
val,127880,10
val,127920,9
val,127960,10
val,128000,9
val,128040,14
val,128080,9
val,128120,10
val,128160,9
val,128200,9
val,128240,9
val,128280,9
val,128320,9
val,128360,9
val,128400,7
val,128440,9
val,128480,10
val,128520,7
val,128560,8
val,128600,10
val,128640,8
val,128680,13
val,128720,13
val,128760,9
val,128800,10
val,128840,13
val,128880,11
val,128920,10
val,128960,11
val,129000,11
val,129040,11
val,129080,10
val,129120,11
val,129160,10
val,129200,9
val,129240,11
val,129280,10
val,129320,14
val,129360,10
val,129400,9
val,129440,9
val,129480,10
val,129520,9
val,129560,11
val,129600,10
val,129640,11
val,129680,12
val,129720,12
val,129760,12
val,129800,11
val,129840,12
val,129880,11
val,129920,12
val,129960,13
val,130000,10
val,130040,10
val,130080,10
val,130120,10
val,130160,10
val,130200,10
val,130240,10
val,130280,11
val,130320,12
val,130360,11
val,130400,11
val,130440,13
val,130480,11
val,130520,11
val,130560,13
val,130600,12
val,130640,11
val,130680,12
val,130720,12
val,130760,12
val,130800,12
val,130840,12
val,130880,12
val,130920,12
val,130960,12
val,131000,11
val,131040,11
val,131080,12
val,131120,12
val,131160,12
val,131200,12
