filename,tick,r,g,b,button,section,label
cards-2hz-100ms-4.csv,198500,87.0,225.0,353.0,1.0,7.0,Purple
cards-2hz-100ms-4.csv,199000,85.0,228.0,337.0,0.0,,
cards-2hz-100ms-4.csv,199500,48.0,33.0,161.0,0.0,,
cards-2hz-100ms-4.csv,200000,67.0,31.0,165.0,0.0,,ambient
cards-2hz-100ms-4.csv,200500,68.0,30.0,165.0,0.0,,ambient
cards-2hz-100ms-4.csv,201000,70.0,29.0,164.0,0.0,,ambient
cards-2hz-100ms-4.csv,201500,70.0,30.0,166.0,0.0,,ambient
cards-2hz-100ms-4.csv,202000,69.0,30.0,165.0,0.0,,
cards-2hz-100ms-4.csv,202500,69.0,29.0,164.0,0.0,,
cards-2hz-100ms-4.csv,203000,130.0,277.0,541.0,0.0,,
cards-2hz-100ms-4.csv,203500,74.0,294.0,550.0,0.0,,
cards-2hz-100ms-4.csv,204000,76.0,293.0,548.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,204500,76.0,292.0,548.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,205000,76.0,292.0,547.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,205500,76.0,291.0,548.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,206000,76.0,291.0,549.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,206500,76.0,291.0,548.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,207000,75.0,291.0,547.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,207500,75.0,291.0,548.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,208000,76.0,292.0,545.0,1.0,8.0,Blue
cards-2hz-100ms-4.csv,208500,76.0,294.0,548.0,0.0,,
cards-2hz-100ms-4.csv,209000,76.0,303.0,407.0,0.0,,
cards-2hz-100ms-4.csv,209500,51.0,32.0,165.0,0.0,,ambient
cards-2hz-100ms-4.csv,210000,69.0,31.0,166.0,0.0,,ambient
cards-2hz-100ms-4.csv,210500,70.0,31.0,166.0,0.0,,
cards-2hz-100ms-4.csv,211000,70.0,32.0,190.0,0.0,,
cards-2hz-100ms-4.csv,211500,75.0,515.0,360.0,0.0,,
cards-2hz-100ms-4.csv,212000,64.0,573.0,338.0,0.0,,
cards-2hz-100ms-4.csv,212500,63.0,585.0,332.0,1.0,9.0,DarkBlue
cards-2hz-100ms-4.csv,213000,65.0,588.0,329.0,1.0,9.0,DarkBlue
cards-2hz-100ms-4.csv,213500,65.0,589.0,332.0,1.0,9.0,DarkBlue
cards-2hz-100ms-4.csv,214000,66.0,588.0,332.0,1.0,9.0,DarkBlue
cards-2hz-100ms-4.csv,214500,67.0,594.0,329.0,1.0,9.0,DarkBlue
cards-2hz-100ms-4.csv,215000,66.0,591.0,330.0,1.0,9.0,DarkBlue
cards-2hz-100ms-4.csv,215500,67.0,596.0,327.0,1.0,9.0,DarkBlue
cards-2hz-100ms-4.csv,216000,67.0,598.0,324.0,1.0,9.0,DarkBlue
cards-2hz-100ms-4.csv,216500,67.0,602.0,328.0,0.0,,
cards-2hz-100ms-4.csv,217000,62.0,576.0,188.0,0.0,,
cards-2hz-100ms-4.csv,217500,57.0,35.0,164.0,0.0,,ambient
cards-2hz-100ms-4.csv,218000,70.0,31.0,165.0,0.0,,ambient
cards-2hz-100ms-4.csv,218500,70.0,30.0,165.0,0.0,,ambient
cards-2hz-100ms-4.csv,219000,71.0,30.0,164.0,0.0,,ambient
cards-2hz-100ms-4.csv,219500,71.0,30.0,165.0,0.0,,ambient
