x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.9448,0.2755,-0.2091
0.9428,0.2745,-0.2091
0.9380,0.2745,-0.2062
0.9360,0.2736,-0.2071
0.9360,0.2745,-0.2081
0.9360,0.2755,-0.2091
0.9370,0.2745,-0.2081
0.9389,0.2736,-0.2081
0.9380,0.2755,-0.2081
0.9380,0.2745,-0.2091
0.9389,0.2765,-0.2081
0.9399,0.2745,-0.2071
0.9389,0.2745,-0.2091
0.9380,0.2755,-0.2081
0.9360,0.2755,-0.2091
0.9350,0.2736,-0.2062
0.9389,0.2765,-0.2071
0.9399,0.2755,-0.2091
0.9399,0.2745,-0.2110
0.9380,0.2736,-0.2062
0.9389,0.2755,-0.2081
0.9389,0.2775,-0.2091
0.9380,0.2745,-0.2081
0.9380,0.2736,-0.2071
0.9370,0.2745,-0.2091
0.9380,0.2755,-0.2091
0.9370,0.2755,-0.2081
0.9380,0.2745,-0.2071
0.9389,0.2755,-0.2071
0.9389,0.2745,-0.2101
0.9399,0.2745,-0.2052
0.9399,0.2736,-0.2091
0.9399,0.2745,-0.2071
0.9370,0.2726,-0.2081
0.9380,0.2755,-0.2052
0.9360,0.2765,-0.2091
0.9389,0.2745,-0.2091
0.9380,0.2765,-0.2071
0.9380,0.2765,-0.2081
0.9380,0.2765,-0.2081
0.9380,0.2755,-0.2071
0.9389,0.2765,-0.2071
0.9380,0.2755,-0.2071
0.9380,0.2745,-0.2091
0.9389,0.2745,-0.2071
0.9380,0.2755,-0.2052
0.9389,0.2745,-0.2052
0.9389,0.2765,-0.2081
0.9389,0.2745,-0.2081
0.9389,0.2745,-0.2062
0.9380,0.2745,-0.2052
0.9389,0.2745,-0.2081
0.9389,0.2755,-0.2081
0.9399,0.2755,-0.2071
0.9380,0.2765,-0.2091
0.9370,0.2745,-0.2091
0.9370,0.2745,-0.2062
0.9389,0.2755,-0.2081
0.9380,0.2726,-0.2062
0.9389,0.2736,-0.2101
0.9399,0.2745,-0.2081
0.9438,0.2765,-0.2071
0.9419,0.2745,-0.2091
0.9380,0.2726,-0.2062
0.9360,0.2745,-0.2071
0.9370,0.2755,-0.2071
0.9360,0.2755,-0.2101
0.9380,0.2726,-0.2081
0.9389,0.2745,-0.2071
0.9389,0.2736,-0.2081
0.9399,0.2765,-0.2091
0.9399,0.2765,-0.2101
0.9389,0.2755,-0.2071
0.9389,0.2736,-0.2071
0.9380,0.2755,-0.2091
0.9340,0.2745,-0.2071
0.9380,0.2755,-0.2062
0.9389,0.2755,-0.2091
0.9389,0.2755,-0.2062
0.9399,0.2745,-0.2081
0.9380,0.2765,-0.2081
0.9389,0.2765,-0.2091
0.9380,0.2755,-0.2071
0.9370,0.2765,-0.2081
0.9380,0.2726,-0.2091
0.9380,0.2745,-0.2081
0.9380,0.2755,-0.2081
0.9389,0.2755,-0.2101
0.9389,0.2765,-0.2081
0.9389,0.2765,-0.2081
0.9380,0.2745,-0.2081
0.9380,0.2755,-0.2081
0.9389,0.2745,-0.2081
0.9389,0.2745,-0.2091
0.9380,0.2745,-0.2081
0.9380,0.2755,-0.2101
0.9370,0.2765,-0.2081
0.9380,0.2745,-0.2071
0.9370,0.2755,-0.2091
0.9380,0.2755,-0.2091
0.9380,0.2745,-0.2091
0.9389,0.2745,-0.2071
0.9370,0.2736,-0.2081
0.9389,0.2755,-0.2091
0.9370,0.2745,-0.2081
0.9370,0.2726,-0.2081
0.9389,0.2745,-0.2081
0.9389,0.2755,-0.2081
0.9389,0.2765,-0.2081
0.9389,0.2755,-0.2081
0.9389,0.2736,-0.2071
0.9399,0.2755,-0.2071
0.9380,0.2755,-0.2110
0.9370,0.2745,-0.2101
0.9360,0.2775,-0.2081
0.9370,0.2745,-0.2062
0.9370,0.2745,-0.2101
0.9370,0.2745,-0.2071
0.9380,0.2755,-0.2101
0.9419,0.2775,-0.2071
0.9438,0.2755,-0.2101
0.9409,0.2745,-0.2110
0.9360,0.2745,-0.2062
0.9350,0.2736,-0.2071
0.9350,0.2765,-0.2091
0.9360,0.2765,-0.2101
0.9380,0.2726,-0.2091
0.9389,0.2736,-0.2081
0.9389,0.2755,-0.2101
0.9399,0.2736,-0.2081
0.9389,0.2775,-0.2081
0.9399,0.2745,-0.2101
0.9380,0.2736,-0.2081
0.9370,0.2755,-0.2110
0.9350,0.2755,-0.2091
0.9360,0.2745,-0.2071
0.9389,0.2745,-0.2110
0.9419,0.2775,-0.2101
0.9389,0.2745,-0.2071
0.9399,0.2745,-0.2081
0.9399,0.2775,-0.2081
0.9380,0.2775,-0.2091
0.9370,0.2745,-0.2091
0.9370,0.2745,-0.2081
0.9370,0.2745,-0.2101
0.9389,0.2745,-0.2101
0.9389,0.2745,-0.2081
0.9389,0.2755,-0.2091
0.9380,0.2736,-0.2091
0.9380,0.2736,-0.2081
0.9389,0.2745,-0.2091
0.9380,0.2765,-0.2091
