x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.5755,-0.0889,-0.8334
0.5774,-0.0870,-0.8295
0.5735,-0.0889,-0.8334
0.5706,-0.0889,-0.8324
0.5696,-0.0899,-0.8295
0.5725,-0.0918,-0.8315
0.5735,-0.0879,-0.8295
0.5725,-0.0879,-0.8305
0.5706,-0.0889,-0.8295
0.5725,-0.0879,-0.8315
0.5735,-0.0899,-0.8295
0.5716,-0.0899,-0.8305
0.5716,-0.0889,-0.8295
0.5716,-0.0889,-0.8324
0.5716,-0.0879,-0.8305
0.5725,-0.0879,-0.8305
0.5716,-0.0889,-0.8324
0.5725,-0.0889,-0.8305
0.5725,-0.0889,-0.8295
0.5716,-0.0889,-0.8285
0.5686,-0.0889,-0.8305
0.5706,-0.0889,-0.8305
0.5745,-0.0899,-0.8295
0.5765,-0.0870,-0.8285
0.5706,-0.0870,-0.8315
0.5677,-0.0870,-0.8324
0.5755,-0.0889,-0.8285
0.5765,-0.0928,-0.8285
0.5638,-0.0899,-0.8354
0.5686,-0.0879,-0.8324
0.5813,-0.0879,-0.8305
0.5813,-0.0870,-0.8295
0.5696,-0.0870,-0.8276
0.5657,-0.0899,-0.8305
0.5735,-0.0918,-0.8305
0.5755,-0.0909,-0.8295
0.5725,-0.0899,-0.8305
0.5716,-0.0860,-0.8305
0.5745,-0.0879,-0.8334
0.5735,-0.0879,-0.8315
0.5725,-0.0899,-0.8285
0.5716,-0.0899,-0.8295
0.5686,-0.0889,-0.8305
0.5716,-0.0879,-0.8315
0.5755,-0.0870,-0.8295
0.5765,-0.0879,-0.8285
0.5716,-0.0889,-0.8305
0.5706,-0.0899,-0.8315
0.5725,-0.0909,-0.8315
0.5735,-0.0899,-0.8295
0.5716,-0.0889,-0.8305
0.5716,-0.0899,-0.8305
0.5735,-0.0879,-0.8305
0.5745,-0.0879,-0.8285
0.5716,-0.0909,-0.8295
0.5706,-0.0899,-0.8295
0.5725,-0.0909,-0.8305
0.5725,-0.0889,-0.8324
0.5725,-0.0879,-0.8305
0.5725,-0.0879,-0.8315
0.5725,-0.0879,-0.8315
0.5725,-0.0879,-0.8305
0.5725,-0.0899,-0.8305
0.5725,-0.0870,-0.8305
0.5735,-0.0899,-0.8315
0.5725,-0.0879,-0.8315
0.5696,-0.0899,-0.8295
0.5696,-0.0889,-0.8295
0.5755,-0.0879,-0.8305
0.5765,-0.0879,-0.8295
0.5696,-0.0870,-0.8315
0.5686,-0.0879,-0.8295
0.5765,-0.0899,-0.8295
0.5755,-0.0918,-0.8295
0.5657,-0.0918,-0.8334
0.5657,-0.0870,-0.8344
0.5794,-0.0870,-0.8305
0.5804,-0.0860,-0.8276
0.5725,-0.0879,-0.8295
0.5667,-0.0899,-0.8305
0.5735,-0.0918,-0.8295
0.5725,-0.0899,-0.8305
0.5716,-0.0879,-0.8315
0.5716,-0.0860,-0.8315
0.5735,-0.0870,-0.8315
0.5716,-0.0899,-0.8315
0.5725,-0.0889,-0.8305
0.5735,-0.0899,-0.8285
0.5706,-0.0879,-0.8305
0.5725,-0.0879,-0.8305
0.5755,-0.0850,-0.8295
0.5745,-0.0889,-0.8305
0.5706,-0.0879,-0.8315
0.5686,-0.0899,-0.8305
0.5706,-0.0889,-0.8305
0.5725,-0.0889,-0.8285
0.5716,-0.0879,-0.8315
0.5716,-0.0870,-0.8295
0.5735,-0.0860,-0.8295
0.5725,-0.0889,-0.8295
0.5725,-0.0889,-0.8315
0.5725,-0.0879,-0.8305
0.5716,-0.0870,-0.8315
0.5725,-0.0899,-0.8315
0.5725,-0.0879,-0.8324
0.5716,-0.0889,-0.8305
0.5725,-0.0918,-0.8305
0.5716,-0.0889,-0.8305
0.5706,-0.0889,-0.8315
0.5725,-0.0899,-0.8305
0.5716,-0.0879,-0.8295
0.5725,-0.0879,-0.8315
0.5725,-0.0899,-0.8305
0.5686,-0.0889,-0.8305
0.5725,-0.0899,-0.8305
0.5755,-0.0870,-0.8315
0.5745,-0.0879,-0.8285
0.5716,-0.0870,-0.8305
0.5667,-0.0870,-0.8315
0.5725,-0.0899,-0.8305
0.5794,-0.0899,-0.8285
0.5647,-0.0909,-0.8334
0.5657,-0.0879,-0.8344
0.5804,-0.0850,-0.8305
0.5804,-0.0870,-0.8285
0.5716,-0.0879,-0.8295
0.5657,-0.0918,-0.8285
0.5716,-0.0899,-0.8315
0.5735,-0.0899,-0.8305
0.5725,-0.0879,-0.8324
0.5725,-0.0860,-0.8315
0.5735,-0.0870,-0.8305
0.5716,-0.0879,-0.8285
0.5725,-0.0899,-0.8315
0.5725,-0.0899,-0.8295
0.5696,-0.0889,-0.8315
0.5696,-0.0879,-0.8305
0.5765,-0.0899,-0.8315
0.5765,-0.0870,-0.8295
0.5696,-0.0879,-0.8315
0.5696,-0.0899,-0.8295
0.5706,-0.0909,-0.8315
0.5735,-0.0899,-0.8305
