2024-03-27T02:22:46,5.08,962024-03-27T02:22:46,5.03,962024-03-27T02:22:47,5.07,962024-03-27T02:22:47,5.04,962024-03-27T02:22:48,5.07,96
2024-03-27T02:22:49,5.08,96
2024-03-27T02:22:49,5.06,96
2024-03-27T02:22:50,5.06,96
2024-03-27T02:22:50,5.05,96
2024-03-27T02:22:51,5.06,96
2024-03-27T02:22:51,5.08,96
2024-03-27T02:22:52,5.04,96
2024-03-27T02:22:52,5.06,96
2024-03-27T02:22:53,5.05,96
2024-03-27T02:22:53,5.07,96
2024-03-27T02:22:54,5.08,96
2024-03-27T02:22:55,5.08,96
2024-03-27T02:22:55,5.03,96
2024-03-27T02:22:56,5.08,96
2024-03-27T02:23:04,5.06,96
2024-03-27T02:23:05,5.08,96
2024-03-27T02:23:06,5.03,96
2024-03-27T02:23:06,5.06,96
2024-03-27T02:23:07,5.08,96
2024-03-27T23:08:56,5.07,96
2024-03-27T23:10:02,5.07,96
2024-03-27T23:10:35,5.03,95
2024-03-27T23:14:36,5.08,95
2024-03-27T23:15:08,0.00,95
2024-03-27T23:15:41,0.00,94
2024-03-27T23:16:13,0.00,94
2024-03-27T23:16:46,0.00,94
2024-03-27T23:17:18,0.00,94
2024-03-27T23:17:50,0.00,94
2024-03-27T23:18:23,0.00,93
2024-03-27T23:18:55,0.00,93
2024-03-27T23:19:28,0.00,93
2024-03-27T23:20:00,0.00,93
2024-03-27T23:20:33,0.00,93
2024-03-27T23:21:05,0.00,92
2024-03-27T23:21:38,0.00,93
2024-03-27T23:22:10,0.00,92
2024-03-27T23:22:42,0.00,92
2024-03-27T23:23:15,0.00,92
2024-03-27T23:23:47,0.00,91
2024-03-27T23:24:20,0.00,91
2024-03-27T23:24:52,0.00,91
2024-03-27T23:25:25,0.00,91
2024-03-27T23:25:57,0.00,91
2024-03-27T23:26:30,0.00,91
2024-03-27T23:27:02,0.00,90
2024-03-27T23:27:35,0.00,90
2024-03-27T23:28:10,0.00,90
2024-03-27T23:28:43,0.00,90
2024-03-27T23:29:15,0.00,90
2024-03-27T23:29:47,0.00,90
2024-03-27T23:30:20,0.00,89
2024-03-27T23:30:52,0.00,90
2024-03-27T23:31:25,0.00,89
2024-03-27T23:31:57,0.00,89
2024-03-27T23:32:30,0.00,89
2024-03-27T23:33:02,0.00,89
2024-03-27T23:33:35,0.00,89
2024-03-27T23:34:07,0.00,89
2024-03-27T23:34:39,0.00,88
2024-03-27T23:35:12,0.00,88
2024-03-27T23:35:44,0.00,89
2024-03-27T23:36:17,0.00,89
2024-03-27T23:36:58,0.00,88
2024-03-27T23:37:30,0.00,88
2024-03-27T23:38:03,0.00,88
2024-03-27T23:38:35,0.00,88
2024-03-27T23:39:08,0.00,88
2024-03-27T23:39:40,0.00,88
2024-03-27T23:40:13,0.00,88
2024-03-27T23:40:45,0.00,88
2024-03-27T23:41:17,0.00,87
2024-03-27T23:41:50,0.00,87
2024-03-27T23:42:23,0.00,87
2024-03-27T23:42:55,0.00,87
2024-03-27T23:43:27,0.00,87
2024-03-27T23:44:00,0.00,87
2024-03-28T01:17:09,5.09,98
2024-03-28T01:17:37,5.04,98
2024-03-28T01:16:51,5.08,98
2024-03-28T01:17:14,5.07,98
2024-03-28T01:17:28,5.08,98
2024-03-28T01:17:43,5.08,98
2024-03-28T01:17:58,5.08,98
2024-03-28T01:20:01,5.08,98
2024-03-28T01:22:03,5.08,98
2024-03-28T01:24:06,5.08,98
2024-03-28T01:26:08,5.08,98
2000-01-01T00:00:01,5.04,98
2024-03-28T01:29:30,5.06,98
2024-03-28T01:31:32,5.06,98
2024-03-28T01:33:34,5.08,98
2024-03-28T01:35:37,0.00,97
2024-03-28T01:37:39,0.00,97
2024-03-28T01:39:41,0.00,97
2024-03-28T01:41:44,0.00,97
2024-03-28T01:43:46,0.00,97
2024-03-28T01:45:48,0.00,97
2024-03-28T01:47:51,0.00,97
2024-03-28T01:49:55,0.00,96
2024-03-28T01:51:57,0.00,96
2024-03-28T01:53:59,0.00,96
2024-03-28T01:56:02,0.00,96
2024-03-28T01:58:04,0.00,96
2024-03-28T02:00:06,0.00,96
2024-03-28T02:02:09,0.00,96
2024-03-28T02:04:11,0.00,96
2024-03-28T02:06:13,0.00,96
2024-03-28T02:08:16,0.00,96
2024-03-28T02:10:18,0.00,95
2024-03-28T02:12:20,0.00,95
2024-03-28T02:14:23,0.00,95
2024-03-28T02:16:25,0.00,95
2024-03-28T02:18:27,0.00,95
2024-03-28T02:20:30,0.00,95
2024-03-28T02:22:34,0.00,95
2024-03-28T02:24:36,0.00,95
2024-03-28T02:26:39,0.00,95
2024-03-28T02:28:41,0.00,94
2024-03-28T02:30:43,0.00,94
2024-03-28T02:32:46,0.00,94
2024-03-28T02:34:48,0.00,94
2024-03-28T02:36:50,0.00,94
2024-03-28T02:38:53,0.00,94
2024-03-28T02:40:55,0.00,94
2024-03-28T02:42:57,0.00,94
2024-03-28T02:45:00,0.00,93
2024-03-28T02:47:02,0.00,93
2024-03-28T02:49:05,0.00,93
2024-03-28T02:51:07,0.00,93
2024-03-28T02:53:09,0.00,93
2024-03-28T02:55:20,0.00,93
2024-03-28T02:57:23,0.00,93
2024-03-28T02:59:25,0.00,93
2024-03-28T03:01:27,0.00,92
2024-03-28T03:03:30,0.00,92
2024-03-28T03:05:32,0.00,92
2024-03-28T03:07:35,0.00,92
2024-03-28T03:09:37,0.00,91
2024-03-28T03:11:39,0.00,91
2024-03-28T03:13:42,0.00,91
2024-03-28T03:15:44,0.00,91
2024-03-28T03:17:46,0.00,91
2024-03-28T03:19:49,0.00,91
2024-03-28T03:21:51,0.00,91
2024-03-28T03:23:53,0.00,91
2024-03-28T03:25:56,0.00,90
2024-03-28T03:27:58,0.00,90
2024-03-28T03:30:08,0.00,90
2024-03-28T03:32:10,0.00,90
2024-03-28T03:34:13,0.00,90
2024-03-28T03:36:15,0.00,90
2024-03-28T03:38:18,0.00,90
2024-03-28T03:40:20,0.00,90
2024-03-28T03:42:22,0.00,90
2024-03-28T03:44:25,0.00,89
2024-03-28T03:46:27,0.00,89
2024-03-28T03:48:29,0.00,89
2024-03-28T03:50:33,0.00,89
2024-03-28T03:52:35,0.00,89
2024-03-28T03:54:38,0.00,89
2024-03-28T03:56:40,0.00,89
2024-03-28T03:58:42,0.00,89
2024-03-28T04:00:44,0.00,89
2024-03-28T04:02:47,0.00,89
2024-03-28T04:04:49,0.00,89
2024-03-28T04:06:51,0.00,88
2024-03-28T04:09:02,0.00,88
2024-03-28T04:11:04,0.00,88
2024-03-28T04:13:06,0.00,88
2024-03-28T04:15:09,0.00,88
2024-03-28T04:17:11,0.00,88
2024-03-28T04:19:13,0.00,88
2024-03-28T04:21:15,0.00,88
2024-03-28T04:23:18,0.00,88
2024-03-28T04:25:20,0.00,88
2024-03-28T04:27:22,0.00,88
2024-03-28T04:29:25,0.00,88
2024-03-28T04:31:27,0.00,88
2024-03-28T04:33:29,0.00,88
2024-03-28T04:35:32,0.00,88
2024-03-28T04:37:34,0.00,88
2024-03-28T04:39:36,0.00,88
2024-03-28T04:41:39,0.00,88
2024-03-28T04:43:41,0.00,88
2024-03-28T04:45:51,0.00,88
2024-03-28T04:47:53,0.00,87
2024-03-28T04:49:56,0.00,87
2024-03-28T04:51:58,0.00,87
2024-03-28T04:54:00,0.00,87
2024-03-28T04:56:03,0.00,87
2024-03-28T04:58:05,0.00,87
2024-03-28T05:00:07,0.00,87
2024-03-28T05:02:09,0.00,87
2024-03-28T05:04:12,0.00,87
2024-03-28T05:06:14,0.00,87
2024-03-28T05:08:16,0.00,87
2024-03-28T05:10:19,0.00,87
2024-03-28T05:12:21,0.00,87
2024-03-28T05:14:23,0.00,87
2024-03-28T05:16:26,0.00,87
2024-03-28T05:18:28,0.00,87
2024-03-28T05:20:31,0.00,87
2024-03-28T05:22:33,0.00,87
2024-03-28T05:24:43,0.00,87
2024-03-28T05:26:45,0.00,87
2024-03-28T05:28:48,0.00,87
2024-03-28T05:30:50,0.00,87
2024-03-28T05:32:52,0.00,87
2024-03-28T05:34:56,0.00,86
2024-03-28T05:36:58,0.00,86
2024-03-28T05:39:00,0.00,86
2024-03-28T05:41:03,0.00,86
2024-03-28T05:43:05,0.00,86
2024-03-28T05:45:07,0.00,86
2024-03-28T05:47:10,0.00,86
2024-03-28T05:49:12,0.00,86
2024-03-28T05:51:16,0.00,86
2024-03-28T05:53:18,0.00,86
2024-03-28T05:55:21,0.00,86
2024-03-28T05:57:23,0.00,86
2024-03-28T05:59:25,0.00,86
2024-03-28T06:01:35,0.00,86
2024-03-28T06:03:38,0.00,86
2024-03-28T06:05:41,0.00,86
2024-03-28T06:07:43,0.00,86
2024-03-28T06:09:45,0.00,86
2024-03-28T06:11:48,0.00,86
2024-03-28T06:13:50,0.00,86
2024-03-28T06:15:52,0.00,86
2024-03-28T06:17:55,0.00,86
