x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-0.0801,-0.6820,-0.7738
-0.0811,-0.6790,-0.7728
-0.0811,-0.6790,-0.7728
-0.0811,-0.6800,-0.7728
-0.0830,-0.6781,-0.7728
-0.0830,-0.6800,-0.7719
-0.0821,-0.6830,-0.7728
-0.0811,-0.6810,-0.7728
-0.0791,-0.6761,-0.7719
-0.0830,-0.6790,-0.7728
-0.0830,-0.6810,-0.7738
-0.0821,-0.6810,-0.7728
-0.0791,-0.6800,-0.7719
-0.0791,-0.6810,-0.7728
-0.0801,-0.6800,-0.7728
-0.0830,-0.6810,-0.7719
-0.0830,-0.6761,-0.7738
-0.0860,-0.6761,-0.7709
-0.0840,-0.6781,-0.7728
-0.0752,-0.6820,-0.7767
-0.0733,-0.6830,-0.7728
-0.0782,-0.6800,-0.7738
-0.0821,-0.6790,-0.7719
-0.0889,-0.6781,-0.7719
-0.0850,-0.6771,-0.7738
-0.0821,-0.6781,-0.7728
-0.0821,-0.6781,-0.7728
-0.0830,-0.6800,-0.7719
-0.0801,-0.6800,-0.7728
-0.0762,-0.6781,-0.7738
-0.0801,-0.6790,-0.7738
-0.0791,-0.6771,-0.7738
-0.0821,-0.6781,-0.7728
-0.0850,-0.6771,-0.7738
-0.0782,-0.6810,-0.7728
-0.0791,-0.6810,-0.7748
-0.0801,-0.6790,-0.7709
-0.0830,-0.6790,-0.7719
-0.0821,-0.6781,-0.7728
-0.0821,-0.6771,-0.7738
-0.0821,-0.6781,-0.7738
-0.0821,-0.6800,-0.7728
-0.0821,-0.6781,-0.7719
-0.0801,-0.6781,-0.7728
-0.0782,-0.6790,-0.7728
-0.0791,-0.6790,-0.7748
-0.0801,-0.6781,-0.7738
-0.0801,-0.6781,-0.7748
-0.0801,-0.6790,-0.7738
-0.0811,-0.6781,-0.7728
-0.0801,-0.6761,-0.7719
-0.0821,-0.6790,-0.7728
-0.0821,-0.6800,-0.7738
-0.0791,-0.6790,-0.7728
-0.0801,-0.6771,-0.7719
-0.0830,-0.6751,-0.7728
-0.0860,-0.6781,-0.7728
-0.0821,-0.6810,-0.7738
-0.0782,-0.6790,-0.7748
-0.0772,-0.6781,-0.7719
-0.0782,-0.6790,-0.7709
-0.0811,-0.6810,-0.7738
-0.0840,-0.6771,-0.7728
-0.0830,-0.6742,-0.7728
-0.0850,-0.6771,-0.7738
-0.0821,-0.6810,-0.7738
-0.0752,-0.6830,-0.7748
-0.0713,-0.6839,-0.7748
-0.0762,-0.6810,-0.7738
-0.0821,-0.6771,-0.7738
-0.0860,-0.6781,-0.7728
-0.0860,-0.6751,-0.7738
-0.0840,-0.6790,-0.7728
-0.0840,-0.6800,-0.7719
-0.0811,-0.6790,-0.7728
-0.0801,-0.6800,-0.7758
-0.0782,-0.6800,-0.7728
-0.0801,-0.6781,-0.7758
-0.0801,-0.6800,-0.7748
-0.0850,-0.6771,-0.7738
-0.0850,-0.6800,-0.7728
-0.0791,-0.6800,-0.7719
-0.0782,-0.6800,-0.7719
-0.0840,-0.6790,-0.7728
-0.0860,-0.6781,-0.7699
-0.0860,-0.6790,-0.7728
-0.0870,-0.6781,-0.7719
-0.0860,-0.6810,-0.7719
-0.0840,-0.6800,-0.7699
-0.0850,-0.6810,-0.7709
-0.0830,-0.6810,-0.7709
-0.0811,-0.6810,-0.7709
-0.0811,-0.6820,-0.7719
-0.0830,-0.6790,-0.7728
-0.0840,-0.6800,-0.7719
-0.0840,-0.6810,-0.7719
-0.0850,-0.6790,-0.7709
-0.0840,-0.6800,-0.7728
-0.0870,-0.6790,-0.7719
-0.0879,-0.6810,-0.7719
-0.0860,-0.6820,-0.7738
-0.0850,-0.6790,-0.7699
-0.0850,-0.6800,-0.7709
-0.0850,-0.6810,-0.7709
-0.0850,-0.6810,-0.7699
-0.0860,-0.6810,-0.7680
-0.0850,-0.6810,-0.7689
-0.0860,-0.6800,-0.7699
-0.0889,-0.6810,-0.7728
-0.0870,-0.6800,-0.7738
-0.0830,-0.6790,-0.7719
-0.0850,-0.6800,-0.7699
-0.0850,-0.6800,-0.7728
-0.0850,-0.6839,-0.7709
-0.0830,-0.6839,-0.7689
-0.0840,-0.6800,-0.7680
-0.0879,-0.6790,-0.7719
-0.0909,-0.6800,-0.7709
-0.0909,-0.6810,-0.7719
-0.0870,-0.6800,-0.7709
-0.0850,-0.6800,-0.7689
-0.0850,-0.6781,-0.7699
-0.0879,-0.6830,-0.7689
-0.0850,-0.6830,-0.7699
-0.0850,-0.6820,-0.7728
-0.0870,-0.6800,-0.7719
-0.0899,-0.6820,-0.7709
-0.0879,-0.6820,-0.7699
-0.0830,-0.6810,-0.7709
-0.0830,-0.6830,-0.7689
-0.0870,-0.6810,-0.7689
-0.0879,-0.6810,-0.7709
-0.0899,-0.6810,-0.7709
-0.0889,-0.6800,-0.7709
-0.0889,-0.6810,-0.7709
