x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.2902,0.2609,-0.9409
0.2892,0.2609,-0.9370
0.2882,0.2638,-0.9370
0.2882,0.2628,-0.9370
0.2892,0.2618,-0.9399
0.2882,0.2628,-0.9360
0.2882,0.2618,-0.9380
0.2872,0.2628,-0.9370
0.2892,0.2618,-0.9380
0.2892,0.2628,-0.9370
0.2892,0.2618,-0.9370
0.2872,0.2618,-0.9370
0.2892,0.2618,-0.9380
0.2892,0.2618,-0.9370
0.2872,0.2618,-0.9380
0.2882,0.2618,-0.9380
0.2892,0.2628,-0.9380
0.2882,0.2618,-0.9370
0.2882,0.2628,-0.9360
0.2882,0.2638,-0.9380
0.2882,0.2628,-0.9370
0.2902,0.2628,-0.9360
0.2892,0.2628,-0.9370
0.2882,0.2638,-0.9370
0.2902,0.2648,-0.9350
0.2902,0.2638,-0.9380
0.2882,0.2648,-0.9360
0.2892,0.2628,-0.9350
0.2902,0.2618,-0.9370
0.2882,0.2638,-0.9380
0.2882,0.2658,-0.9389
0.2872,0.2648,-0.9350
0.2872,0.2638,-0.9380
0.2902,0.2648,-0.9340
0.2892,0.2648,-0.9321
0.2892,0.2658,-0.9370
0.2892,0.2628,-0.9389
0.2921,0.2609,-0.9380
0.2921,0.2638,-0.9389
0.2892,0.2618,-0.9389
0.2882,0.2628,-0.9350
0.2892,0.2658,-0.9370
0.2872,0.2638,-0.9380
0.2872,0.2648,-0.9360
0.2892,0.2648,-0.9380
0.2892,0.2658,-0.9350
0.2892,0.2658,-0.9350
0.2892,0.2648,-0.9360
0.2892,0.2638,-0.9399
0.2882,0.2628,-0.9389
0.2882,0.2628,-0.9380
0.2882,0.2628,-0.9360
0.2912,0.2618,-0.9380
0.2902,0.2628,-0.9380
0.2931,0.2638,-0.9350
0.2921,0.2648,-0.9350
0.2902,0.2648,-0.9350
0.2912,0.2658,-0.9360
0.2931,0.2677,-0.9340
0.2912,0.2658,-0.9331
0.2912,0.2667,-0.9350
0.2892,0.2648,-0.9360
0.2892,0.2638,-0.9360
0.2902,0.2638,-0.9360
0.2902,0.2628,-0.9360
0.2912,0.2618,-0.9360
0.2902,0.2648,-0.9370
0.2902,0.2628,-0.9380
0.2912,0.2628,-0.9350
0.2912,0.2618,-0.9370
0.2902,0.2648,-0.9360
0.2912,0.2638,-0.9360
0.2892,0.2628,-0.9360
0.2892,0.2648,-0.9370
0.2892,0.2658,-0.9360
0.2882,0.2638,-0.9370
0.2902,0.2618,-0.9370
0.2902,0.2638,-0.9389
0.2892,0.2618,-0.9380
0.2912,0.2609,-0.9370
0.2912,0.2618,-0.9370
0.2912,0.2609,-0.9389
0.2872,0.2618,-0.9380
0.2882,0.2628,-0.9380
0.2872,0.2599,-0.9360
0.2902,0.2618,-0.9360
0.2902,0.2609,-0.9340
0.2872,0.2618,-0.9370
0.2892,0.2618,-0.9389
0.2892,0.2628,-0.9399
0.2892,0.2618,-0.9428
0.2892,0.2579,-0.9389
0.2892,0.2599,-0.9360
0.2882,0.2609,-0.9370
0.2863,0.2628,-0.9399
0.2863,0.2618,-0.9370
0.2882,0.2589,-0.9370
0.2882,0.2609,-0.9370
0.2882,0.2599,-0.9380
0.2863,0.2589,-0.9399
0.2872,0.2599,-0.9399
0.2882,0.2609,-0.9389
0.2892,0.2589,-0.9389
0.2872,0.2570,-0.9360
0.2872,0.2579,-0.9389
0.2872,0.2589,-0.9399
0.2902,0.2599,-0.9409
0.2902,0.2579,-0.9389
0.2882,0.2570,-0.9380
0.2863,0.2609,-0.9389
0.2872,0.2618,-0.9370
0.2892,0.2589,-0.9389
0.2882,0.2589,-0.9380
0.2882,0.2599,-0.9370
0.2882,0.2599,-0.9380
0.2872,0.2599,-0.9389
0.2892,0.2589,-0.9380
0.2892,0.2599,-0.9389
0.2872,0.2599,-0.9380
0.2882,0.2579,-0.9380
0.2872,0.2579,-0.9419
0.2882,0.2589,-0.9399
0.2892,0.2589,-0.9389
0.2872,0.2589,-0.9389
0.2872,0.2599,-0.9399
0.2872,0.2589,-0.9389
0.2872,0.2599,-0.9370
0.2882,0.2589,-0.9370
0.2882,0.2589,-0.9399
0.2892,0.2589,-0.9389
0.2872,0.2579,-0.9380
0.2872,0.2589,-0.9389
0.2872,0.2589,-0.9389
0.2872,0.2589,-0.9380
0.2882,0.2589,-0.9389
0.2872,0.2570,-0.9380
0.2902,0.2579,-0.9409
0.2872,0.2609,-0.9419
0.2843,0.2589,-0.9399
0.2863,0.2599,-0.9389
0.2892,0.2579,-0.9360
0.2882,0.2589,-0.9380
0.2882,0.2589,-0.9360
0.2863,0.2589,-0.9380
0.2882,0.2618,-0.9399
0.2892,0.2589,-0.9458
0.2882,0.2560,-0.9380
0.2892,0.2550,-0.9360
0.2892,0.2570,-0.9360
0.2853,0.2599,-0.9380
0.2863,0.2579,-0.9350
0.2882,0.2599,-0.9370
