x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.3410,-0.6712,-0.6820
0.3322,-0.6771,-0.6751
0.3351,-0.6790,-0.6781
0.3390,-0.6800,-0.6781
0.3332,-0.6781,-0.6751
0.3332,-0.6771,-0.6771
0.3400,-0.6722,-0.6820
0.3410,-0.6702,-0.6839
0.3410,-0.6702,-0.6839
0.3498,-0.6702,-0.6849
0.3449,-0.6693,-0.6830
0.3420,-0.6712,-0.6800
0.3410,-0.6712,-0.6800
0.3361,-0.6712,-0.6830
0.3381,-0.6761,-0.6839
0.3400,-0.6781,-0.6781
0.3439,-0.6781,-0.6781
0.3468,-0.6761,-0.6810
0.3478,-0.6702,-0.6820
0.3537,-0.6673,-0.6790
0.3556,-0.6683,-0.6839
0.3517,-0.6702,-0.6849
0.3420,-0.6712,-0.6810
0.3410,-0.6712,-0.6781
0.3410,-0.6683,-0.6830
0.3351,-0.6702,-0.6849
0.3312,-0.6751,-0.6830
0.3390,-0.6761,-0.6790
0.3459,-0.6722,-0.6771
0.3488,-0.6712,-0.6781
0.3527,-0.6702,-0.6869
0.3556,-0.6693,-0.6849
0.3566,-0.6683,-0.6820
0.3537,-0.6702,-0.6849
0.3508,-0.6693,-0.6849
0.3459,-0.6673,-0.6820
0.3410,-0.6683,-0.6761
0.3400,-0.6693,-0.6790
0.3390,-0.6712,-0.6820
0.3439,-0.6732,-0.6849
0.3439,-0.6702,-0.6859
0.3508,-0.6683,-0.6859
0.3527,-0.6654,-0.6830
0.3556,-0.6693,-0.6830
0.3556,-0.6683,-0.6849
0.3498,-0.6702,-0.6849
0.3478,-0.6702,-0.6820
0.3459,-0.6693,-0.6790
0.3439,-0.6673,-0.6810
0.3439,-0.6673,-0.6820
0.3429,-0.6683,-0.6859
0.3478,-0.6683,-0.6810
0.3468,-0.6663,-0.6878
0.3527,-0.6663,-0.6839
0.3527,-0.6683,-0.6859
0.3547,-0.6663,-0.6849
0.3537,-0.6673,-0.6869
0.3527,-0.6683,-0.6830
0.3537,-0.6693,-0.6790
0.3508,-0.6673,-0.6800
0.3459,-0.6663,-0.6820
0.3478,-0.6683,-0.6820
0.3478,-0.6673,-0.6790
0.3537,-0.6673,-0.6839
0.3478,-0.6644,-0.6859
0.3459,-0.6663,-0.6810
0.3449,-0.6654,-0.6839
0.3468,-0.6693,-0.6849
0.3449,-0.6683,-0.6878
0.3498,-0.6683,-0.6849
0.3605,-0.6702,-0.6800
0.3605,-0.6673,-0.6800
0.3517,-0.6673,-0.6849
0.3537,-0.6673,-0.6869
0.3517,-0.6693,-0.6830
0.3498,-0.6673,-0.6781
0.3449,-0.6683,-0.6790
0.3449,-0.6673,-0.6810
0.3429,-0.6683,-0.6830
0.3468,-0.6673,-0.6830
0.3459,-0.6683,-0.6849
0.3527,-0.6693,-0.6849
0.3556,-0.6663,-0.6869
0.3586,-0.6663,-0.6820
0.3547,-0.6693,-0.6820
0.3537,-0.6683,-0.6800
0.3508,-0.6693,-0.6790
0.3498,-0.6693,-0.6820
0.3468,-0.6683,-0.6830
0.3439,-0.6702,-0.6800
0.3459,-0.6683,-0.6830
0.3429,-0.6693,-0.6820
0.3410,-0.6693,-0.6790
0.3459,-0.6712,-0.6839
0.3478,-0.6702,-0.6810
0.3459,-0.6712,-0.6800
0.3488,-0.6722,-0.6810
0.3488,-0.6702,-0.6781
0.3498,-0.6722,-0.6800
0.3508,-0.6693,-0.6830
0.3488,-0.6722,-0.6830
0.3468,-0.6702,-0.6800
0.3439,-0.6712,-0.6790
0.3478,-0.6722,-0.6820
0.3449,-0.6722,-0.6820
0.3439,-0.6702,-0.6810
0.3410,-0.6751,-0.6781
0.3439,-0.6712,-0.6810
0.3439,-0.6732,-0.6820
0.3478,-0.6702,-0.6781
0.3468,-0.6732,-0.6830
0.3468,-0.6702,-0.6859
0.3381,-0.6751,-0.6712
0.3449,-0.6742,-0.6790
0.3459,-0.6712,-0.6908
0.3429,-0.6771,-0.6839
0.3410,-0.6732,-0.6800
0.3498,-0.6712,-0.6751
0.3478,-0.6702,-0.6790
0.3468,-0.6732,-0.6830
0.3439,-0.6742,-0.6830
0.3420,-0.6732,-0.6810
0.3410,-0.6722,-0.6771
0.3439,-0.6722,-0.6820
0.3420,-0.6702,-0.6800
0.3410,-0.6702,-0.6810
0.3371,-0.6732,-0.6810
0.3371,-0.6702,-0.6839
0.3390,-0.6761,-0.6810
0.3439,-0.6732,-0.6820
0.3449,-0.6732,-0.6810
0.3439,-0.6712,-0.6781
0.3459,-0.6761,-0.6800
0.3439,-0.6732,-0.6790
0.3351,-0.6771,-0.6800
0.3371,-0.6742,-0.6800
0.3332,-0.6751,-0.6781
0.3351,-0.6742,-0.6810
0.3361,-0.6742,-0.6820
0.3381,-0.6742,-0.6839
0.3410,-0.6732,-0.6810
0.3439,-0.6732,-0.6830
0.3439,-0.6732,-0.6820
