x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.9819,-0.1192,-0.1661
0.9819,-0.1212,-0.1661
0.9809,-0.1202,-0.1661
0.9800,-0.1202,-0.1661
0.9800,-0.1212,-0.1651
0.9800,-0.1212,-0.1661
0.9790,-0.1182,-0.1671
0.9829,-0.1192,-0.1651
0.9809,-0.1192,-0.1651
0.9819,-0.1202,-0.1651
0.9800,-0.1202,-0.1681
0.9800,-0.1202,-0.1671
0.9819,-0.1202,-0.1661
0.9809,-0.1192,-0.1661
0.9790,-0.1202,-0.1641
0.9800,-0.1192,-0.1651
0.9800,-0.1202,-0.1671
0.9829,-0.1212,-0.1632
0.9780,-0.1192,-0.1700
0.9800,-0.1172,-0.1681
0.9809,-0.1212,-0.1671
0.9809,-0.1212,-0.1632
0.9819,-0.1202,-0.1641
0.9809,-0.1212,-0.1661
0.9790,-0.1202,-0.1681
0.9790,-0.1202,-0.1671
0.9809,-0.1192,-0.1661
0.9819,-0.1192,-0.1661
0.9809,-0.1192,-0.1651
0.9819,-0.1202,-0.1661
0.9809,-0.1192,-0.1671
0.9819,-0.1212,-0.1690
0.9790,-0.1182,-0.1671
0.9809,-0.1212,-0.1671
0.9800,-0.1212,-0.1671
0.9829,-0.1202,-0.1651
0.9790,-0.1221,-0.1671
0.9809,-0.1212,-0.1661
0.9800,-0.1192,-0.1671
0.9809,-0.1192,-0.1661
0.9790,-0.1202,-0.1671
0.9800,-0.1192,-0.1671
0.9819,-0.1202,-0.1651
0.9800,-0.1202,-0.1671
0.9819,-0.1202,-0.1651
0.9800,-0.1202,-0.1661
0.9800,-0.1202,-0.1651
0.9809,-0.1212,-0.1661
0.9809,-0.1212,-0.1681
0.9780,-0.1192,-0.1651
0.9829,-0.1192,-0.1671
0.9819,-0.1221,-0.1651
0.9800,-0.1192,-0.1671
0.9800,-0.1202,-0.1661
0.9819,-0.1182,-0.1681
0.9819,-0.1202,-0.1671
0.9819,-0.1202,-0.1651
0.9809,-0.1202,-0.1661
0.9809,-0.1202,-0.1651
0.9809,-0.1202,-0.1671
0.9790,-0.1202,-0.1690
0.9809,-0.1192,-0.1671
0.9809,-0.1192,-0.1671
0.9829,-0.1202,-0.1632
0.9800,-0.1212,-0.1632
0.9819,-0.1192,-0.1661
0.9790,-0.1202,-0.1661
0.9800,-0.1202,-0.1661
0.9800,-0.1192,-0.1671
0.9829,-0.1182,-0.1651
0.9790,-0.1202,-0.1651
0.9819,-0.1202,-0.1651
0.9809,-0.1182,-0.1671
0.9800,-0.1192,-0.1671
0.9800,-0.1192,-0.1641
0.9800,-0.1202,-0.1661
0.9809,-0.1192,-0.1641
0.9819,-0.1202,-0.1651
0.9829,-0.1202,-0.1661
0.9809,-0.1182,-0.1651
0.9829,-0.1192,-0.1651
0.9809,-0.1192,-0.1661
0.9800,-0.1192,-0.1641
0.9800,-0.1182,-0.1641
0.9800,-0.1202,-0.1661
0.9819,-0.1202,-0.1651
0.9800,-0.1182,-0.1641
0.9809,-0.1182,-0.1651
0.9809,-0.1192,-0.1671
0.9809,-0.1202,-0.1671
0.9800,-0.1182,-0.1661
0.9809,-0.1202,-0.1641
0.9839,-0.1192,-0.1622
0.9839,-0.1202,-0.1651
0.9790,-0.1212,-0.1661
0.9800,-0.1192,-0.1661
0.9819,-0.1182,-0.1641
0.9819,-0.1182,-0.1632
0.9809,-0.1192,-0.1651
0.9819,-0.1192,-0.1632
0.9829,-0.1192,-0.1641
0.9800,-0.1202,-0.1681
0.9809,-0.1202,-0.1661
0.9809,-0.1172,-0.1641
0.9809,-0.1192,-0.1622
0.9839,-0.1212,-0.1612
0.9790,-0.1192,-0.1622
0.9809,-0.1202,-0.1651
0.9800,-0.1212,-0.1651
0.9800,-0.1192,-0.1651
0.9800,-0.1182,-0.1641
0.9819,-0.1212,-0.1661
0.9839,-0.1192,-0.1622
0.9819,-0.1182,-0.1651
0.9800,-0.1202,-0.1661
0.9819,-0.1192,-0.1641
0.9790,-0.1172,-0.1651
0.9819,-0.1212,-0.1671
0.9839,-0.1202,-0.1641
0.9829,-0.1192,-0.1632
0.9819,-0.1212,-0.1632
0.9819,-0.1192,-0.1632
0.9809,-0.1182,-0.1671
0.9829,-0.1182,-0.1661
0.9809,-0.1192,-0.1661
0.9819,-0.1192,-0.1651
0.9829,-0.1192,-0.1641
0.9809,-0.1192,-0.1661
0.9809,-0.1202,-0.1661
0.9809,-0.1182,-0.1681
0.9800,-0.1202,-0.1671
0.9800,-0.1212,-0.1651
0.9819,-0.1182,-0.1651
0.9809,-0.1202,-0.1651
0.9819,-0.1192,-0.1651
0.9829,-0.1212,-0.1671
0.9800,-0.1192,-0.1651
0.9809,-0.1202,-0.1651
0.9809,-0.1182,-0.1671
0.9809,-0.1182,-0.1641
0.9780,-0.1202,-0.1651
0.9800,-0.1212,-0.1661
0.9839,-0.1212,-0.1632
