x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.2394,-0.3957,-0.9067
0.2404,-0.3957,-0.9116
0.2413,-0.3957,-0.9126
0.2404,-0.3977,-0.9116
0.2394,-0.3977,-0.9135
0.2404,-0.3967,-0.9116
0.2394,-0.3986,-0.9126
0.2404,-0.3967,-0.9126
0.2404,-0.3967,-0.9116
0.2394,-0.3977,-0.9116
0.2384,-0.3977,-0.9126
0.2394,-0.3967,-0.9106
0.2394,-0.3967,-0.9116
0.2404,-0.3967,-0.9116
0.2374,-0.3967,-0.9116
0.2404,-0.3967,-0.9135
0.2384,-0.3967,-0.9116
0.2394,-0.3967,-0.9126
0.2394,-0.3977,-0.9096
0.2423,-0.3967,-0.9116
0.2404,-0.3957,-0.9106
0.2394,-0.3977,-0.9126
0.2404,-0.3957,-0.9116
0.2394,-0.3977,-0.9106
0.2404,-0.3957,-0.9116
0.2404,-0.3967,-0.9116
0.2384,-0.3967,-0.9116
0.2413,-0.3967,-0.9096
0.2394,-0.3957,-0.9126
0.2413,-0.3957,-0.9116
0.2423,-0.3957,-0.9126
0.2404,-0.3967,-0.9116
0.2423,-0.3977,-0.9106
0.2413,-0.3957,-0.9126
0.2413,-0.3977,-0.9116
0.2404,-0.3986,-0.9106
0.2404,-0.3957,-0.9126
0.2404,-0.3957,-0.9135
0.2394,-0.3957,-0.9106
0.2404,-0.3967,-0.9135
0.2413,-0.3957,-0.9116
0.2394,-0.3967,-0.9096
0.2404,-0.3967,-0.9116
0.2413,-0.3996,-0.9145
0.2404,-0.3957,-0.9106
0.2413,-0.3977,-0.9126
0.2394,-0.3967,-0.9126
0.2404,-0.3977,-0.9096
0.2384,-0.3986,-0.9116
0.2374,-0.3967,-0.9126
0.2413,-0.3967,-0.9096
0.2384,-0.3977,-0.9145
0.2404,-0.3957,-0.9116
0.2394,-0.3996,-0.9106
0.2404,-0.3977,-0.9126
0.2394,-0.3977,-0.9106
0.2394,-0.3957,-0.9116
0.2394,-0.3977,-0.9145
0.2413,-0.3967,-0.9106
