x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.4475,-0.0225,-0.9067
0.4573,-0.0234,-0.9096
0.4573,-0.0176,-0.9165
0.4270,-0.0127,-0.9204
0.4231,-0.0068,-0.9262
0.4240,-0.0107,-0.9184
0.4143,-0.0156,-0.9145
0.4182,-0.0147,-0.9223
0.4367,-0.0215,-0.9135
0.4446,-0.0176,-0.9145
0.4426,-0.0166,-0.9135
0.4533,-0.0117,-0.9204
0.4319,-0.0117,-0.9174
0.4279,-0.0107,-0.9165
0.4367,-0.0156,-0.9204
0.4309,-0.0215,-0.9096
0.4377,-0.0147,-0.9174
0.4231,-0.0186,-0.9184
0.4309,-0.0186,-0.9155
0.4328,-0.0166,-0.9174
0.4338,-0.0176,-0.9194
0.4309,-0.0166,-0.9194
0.4319,-0.0156,-0.9126
0.4358,-0.0166,-0.9165
0.4377,-0.0166,-0.9165
0.4358,-0.0156,-0.9184
0.4416,-0.0137,-0.9155
0.4260,-0.0137,-0.9184
0.4240,-0.0147,-0.9204
0.4240,-0.0156,-0.9194
0.4289,-0.0156,-0.9204
0.4367,-0.0147,-0.9174
0.4319,-0.0137,-0.9194
0.4328,-0.0147,-0.9184
0.4270,-0.0156,-0.9184
0.4328,-0.0147,-0.9184
0.4309,-0.0156,-0.9194
0.4328,-0.0166,-0.9204
0.4279,-0.0176,-0.9165
0.4338,-0.0156,-0.9204
0.4309,-0.0166,-0.9174
0.4358,-0.0156,-0.9204
0.4279,-0.0147,-0.9165
0.4328,-0.0137,-0.9204
0.4289,-0.0147,-0.9184
0.4338,-0.0156,-0.9165
0.4309,-0.0156,-0.9213
0.4348,-0.0147,-0.9194
0.4328,-0.0147,-0.9155
0.4309,-0.0156,-0.9184
0.4328,-0.0166,-0.9184
0.4328,-0.0147,-0.9165
0.4299,-0.0156,-0.9213
0.4260,-0.0166,-0.9204
0.4319,-0.0117,-0.9204
0.4328,-0.0156,-0.9194
0.4397,-0.0147,-0.9194
0.4309,-0.0176,-0.9174
0.4299,-0.0156,-0.9165
0.4270,-0.0156,-0.9204
0.4270,-0.0166,-0.9194
0.4358,-0.0147,-0.9165
0.4358,-0.0166,-0.9165
0.4309,-0.0156,-0.9194
0.4279,-0.0147,-0.9204
0.4231,-0.0137,-0.9194
0.4319,-0.0166,-0.9174
0.4319,-0.0127,-0.9194
0.4367,-0.0176,-0.9184
0.4299,-0.0147,-0.9204
0.4319,-0.0166,-0.9213
0.4338,-0.0147,-0.9194
0.4338,-0.0166,-0.9174
0.4338,-0.0166,-0.9184
0.4319,-0.0156,-0.9204
0.4279,-0.0166,-0.9174
0.4289,-0.0156,-0.9174
0.4348,-0.0166,-0.9174
0.4289,-0.0176,-0.9174
0.4328,-0.0137,-0.9174
0.4279,-0.0166,-0.9213
0.4299,-0.0147,-0.9165
0.4348,-0.0147,-0.9213
0.4328,-0.0156,-0.9184
0.4289,-0.0156,-0.9204
0.4309,-0.0186,-0.9165
0.4279,-0.0147,-0.9213
0.4309,-0.0176,-0.9174
0.4328,-0.0137,-0.9233
0.4319,-0.0156,-0.9174
0.4338,-0.0176,-0.9184
0.4299,-0.0156,-0.9194
0.4270,-0.0147,-0.9204
0.4348,-0.0166,-0.9184
0.4319,-0.0156,-0.9184
0.4338,-0.0137,-0.9194
0.4270,-0.0166,-0.9155
0.4319,-0.0166,-0.9194
0.4250,-0.0176,-0.9174
0.4338,-0.0176,-0.9165
0.4309,-0.0166,-0.9213
0.4319,-0.0137,-0.9194
0.4260,-0.0147,-0.9184
0.4338,-0.0147,-0.9184
0.4231,-0.0156,-0.9204
0.4377,-0.0176,-0.9253
0.4240,-0.0117,-0.9155
0.4387,-0.0156,-0.9213
0.4299,-0.0137,-0.9194
0.4240,-0.0166,-0.9184
0.4231,-0.0147,-0.9194
0.4231,-0.0137,-0.9213
0.4250,-0.0127,-0.9233
0.4328,-0.0137,-0.9204
0.4201,-0.0147,-0.9174
0.4377,-0.0156,-0.9204
0.4289,-0.0147,-0.9184
0.4309,-0.0117,-0.9223
0.4279,-0.0117,-0.9253
0.4221,-0.0127,-0.9204
0.4279,-0.0186,-0.9184
0.4289,-0.0147,-0.9213
0.4211,-0.0137,-0.9223
0.4250,-0.0127,-0.9213
0.4260,-0.0127,-0.9204
0.4270,-0.0147,-0.9204
0.4319,-0.0137,-0.9194
0.4299,-0.0117,-0.9233
0.4279,-0.0137,-0.9194
0.4231,-0.0127,-0.9223
0.4279,-0.0147,-0.9223
0.4250,-0.0117,-0.9204
0.4309,-0.0147,-0.9194
0.4279,-0.0147,-0.9194
0.4279,-0.0137,-0.9204
0.4231,-0.0117,-0.9233
0.4260,-0.0127,-0.9213
0.4309,-0.0127,-0.9223
0.4270,-0.0117,-0.9204
0.4289,-0.0147,-0.9204
0.4240,-0.0147,-0.9223
0.4240,-0.0127,-0.9243
0.4240,-0.0127,-0.9194
